0.173452,353.3
0.186248,352.79
0.199409,357.12
0.212067,364.11
0.224691,350.44
0.237357,364.86
0.250444,362.86
0.263092,356.95
0.275739,348.32
0.28918,363.18
0.315332,324.55
0.340674,324.52
0.365961,324.77
0.391904,331.93
0.419537,337.0
0.446035,333.81
0.472437,333.27
0.499368,340.71
0.527153,341.2
0.55377,339.8
0.580566,342.2
0.608312,340.78
0.634921,340.16
0.661533,339.74
0.688101,339.44
0.715865,341.77
0.742488,340.72
0.768934,339.88
0.795795,339.59
0.823609,340.65
0.85039,339.94
0.878526,341.45
0.906884,339.38
0.938338,338.42
0.966645,339.65
0.995327,340.48
1.022453,341.05
1.050708,340.0
1.077753,342.08
1.104811,341.17
1.131405,340.34
1.159067,342.53
1.185766,339.75
1.212471,339.65
1.23913,339.97
1.267185,341.12
1.294077,341.44
1.320751,340.17
1.347451,338.63
1.375193,339.92
1.402038,340.52
1.428768,338.9
1.455384,339.69
1.482941,338.54
1.509386,338.85
1.536143,340.2
1.562684,338.42
1.590099,339.22
1.616908,342.4
1.643819,342.28
1.671813,340.15
1.698341,340.01
1.724888,338.01
1.751898,339.37
1.779739,338.98
1.806474,338.88
1.833269,338.49
1.859952,339.1
1.887756,339.08
1.914352,340.16
1.941338,339.88
1.967895,338.51
1.995784,337.8
2.022737,340.87
2.049621,339.41
2.076695,338.12
2.104603,339.31
2.131374,338.66
2.157966,338.38
2.184917,339.28
2.213726,339.75
2.241637,339.78
2.26912,337.92
2.296653,338.2
2.325647,338.99
2.353321,339.62
2.380795,337.52
2.408439,340.12
2.437048,338.53
2.464383,338.24
2.491751,337.07
2.519961,339.7
2.548528,338.75
2.578033,350.38
2.60546,340.25
2.634197,339.94
2.661628,339.01
2.689518,338.96
2.717287,338.41
2.745826,339.06
2.773289,338.34
2.801017,341.41
2.828357,339.73
2.856802,339.34
2.884448,338.75
2.912124,338.66
2.939945,338.75
2.968623,339.34
2.996108,338.05
3.024028,339.94
3.051883,338.29
3.080809,338.32
3.10843,338.23
3.13607,337.67
3.163732,339.07
3.192548,340.84
3.220494,340.43
3.248293,338.68
3.276015,337.86
3.304509,338.04
3.332278,338.68
3.360123,339.29
3.387956,338.94
3.416395,338.02
3.443903,338.37
3.471728,336.99
3.499633,338.38
3.527994,339.44
3.555674,337.96
3.583539,340.05
3.61127,338.25
3.639878,338.34
3.667561,337.98
3.695106,338.32
3.724335,339.51
3.751892,338.84
3.780079,338.45
3.807562,338.42
3.836372,338.94
3.864068,338.46
3.891351,339.11
3.919067,338.46
3.948222,341.66
3.975638,342.4
4.0026,338.81
4.029662,340.91
4.057569,340.2
4.084108,339.62
4.111453,338.8
4.138369,338.17
4.166435,340.45
4.193344,340.38
4.220248,340.34
4.247326,338.12
4.275494,337.25
4.302868,338.15
4.330165,341.4
4.356714,339.16
4.38476,340.25
4.41166,339.79
4.437985,338.39
4.464792,339.07
4.492644,337.66
4.519446,339.41
4.546118,339.13
4.572616,340.0
4.600179,339.89
4.626915,339.4
4.653455,339.46
4.680206,339.57
4.707915,340.81
4.734573,340.56
4.761641,338.83
4.78962,338.31
4.8163,340.84
4.842939,339.04
4.869567,338.37
4.897566,340.93
4.924292,338.33
4.950852,338.68
4.977243,338.13
5.005171,339.98
5.031587,339.16
5.058344,339.45
5.08534,340.24
5.113107,340.58
5.139639,339.92
5.166262,338.35
5.192768,338.62
5.220388,340.31
5.24706,341.05
5.273544,338.24
5.300386,339.01
5.328084,339.07
5.3546,338.82
5.38153,340.37
5.40809,338.78
5.435726,340.6
5.462188,338.16
5.489109,341.53
5.515899,338.89
5.54362,340.16
5.570286,340.09
5.597075,340.88
5.623665,340.28
5.651422,337.95
5.678065,338.51
5.704674,338.83
5.73147,339.22
5.759214,340.42
5.78561,338.2
5.812152,338.45
5.839903,340.32
5.866803,341.86
5.893252,337.94
5.919736,338.74
5.947496,338.5
5.974011,338.73
6.000482,339.52
6.026925,337.96
6.054672,339.66
6.081324,339.41
6.108098,339.22
6.134844,338.72
6.162479,339.22
6.189104,339.63
6.215813,340.34
6.242661,341.24
6.270437,338.36
6.297096,338.88
6.323775,338.68
6.350547,339.19
6.378414,340.3
6.405002,340.09
6.431776,338.89
6.458557,338.83
6.486193,339.63
6.512726,338.84
6.539502,340.75
6.566396,339.28
6.594066,339.7
6.621088,340.88
6.647492,339.26
6.674277,339.18
6.701898,339.97
6.728391,338.8
6.755697,337.87
6.782921,338.42
6.811259,339.32
6.837888,339.31
6.865028,341.02
6.893071,338.2
6.919665,337.43
6.946652,340.0
6.973443,339.85
7.001331,342.02
7.028166,340.74
7.054905,338.72
7.081705,340.59
7.10958,340.39
7.136637,339.32
7.163341,338.09
7.190091,337.28
7.217925,336.86
7.244643,338.68
7.271373,338.71
7.298246,339.98
7.326512,339.14
7.354101,338.87
7.381904,342.38
7.409552,337.61
7.438308,338.53
7.465734,340.49
7.493737,339.89
7.520878,337.83
7.549238,339.35
7.577208,338.71
7.604886,339.47
7.632427,339.74
7.661078,339.62
7.689098,340.01
7.716414,338.62
7.743555,337.72
7.772173,339.43
7.799656,339.3
7.827364,338.89
7.854811,338.08
7.883392,340.0
7.911133,339.29
7.938775,338.75
7.967663,340.34
7.994919,339.06
8.022421,338.63
8.049195,331.72
8.076205,324.63
8.10191,324.3
8.127748,325.51
8.153959,326.21
8.180648,324.46
8.206286,323.72
8.232013,323.92
8.257812,324.39
8.28448,324.11
8.310286,324.01
8.336058,323.87
8.36191,325.7
8.388653,324.53
8.414446,324.23
8.440118,323.86
8.465906,323.89
8.492603,324.15
8.518769,326.4
8.544486,324.18
8.570313,323.78
8.597041,325.59
8.622972,327.13
8.648663,326.04
8.674521,325.34
8.701154,324.75
8.726923,324.0
8.7527,324.08
8.778373,323.68
8.805127,323.98
8.83088,323.96
8.856748,324.11
8.882852,326.96
8.90955,324.86
8.935296,323.92
8.961005,323.89
8.987596,323.77
9.013365,323.91
9.039073,323.96
9.064751,323.5
9.091426,324.2
9.117156,324.57
9.142874,325.0
9.168572,323.88
9.195167,324.11
9.220883,323.9
9.246502,323.65
9.272473,325.75
9.299056,324.5
9.324753,324.21
9.350439,323.72
9.376537,325.99
9.403187,325.52
9.428858,324.78
9.454543,324.06
9.480133,324.14
9.506752,324.38
9.532504,323.78
9.558157,323.93
9.583874,323.66
9.610743,324.28
9.636807,325.67
9.662679,325.92
9.688394,323.81
9.715044,323.56
9.740793,323.81
9.766578,323.96
9.792344,323.57
9.819064,324.16
9.844764,323.81
9.8706,323.99
9.896362,324.4
9.923111,324.85
9.94887,323.35
9.974559,324.05
10.001455,325.57
10.027178,324.2
10.052988,323.76
10.078775,323.77
10.105517,324.23
10.131206,323.41
10.156989,323.35
10.182749,325.67
10.209332,324.11
10.235007,323.87
10.260795,329.86
10.28658,325.4
10.313294,323.64
10.338952,323.62
10.364982,325.37
10.390809,324.28
10.417488,325.24
10.443229,324.87
10.468995,323.87
10.49466,323.56
10.521343,324.08
10.547092,323.68
10.57283,323.89
10.598972,326.15
10.625825,325.15
10.651582,325.0
10.677284,326.01
10.703033,324.58
10.729578,324.65
10.755548,325.18
10.781258,324.77
10.806985,324.66
