0.17,404
0.18,399
0.20,398
0.21,397
0.22,400
0.23,401
0.25,400
0.26,399
0.28,400
0.29,384
0.32,366
0.35,367
0.38,367
0.41,366
0.44,366
0.47,364
0.50,366
0.53,366
0.55,365
0.58,368
0.61,364
0.63,367
0.66,367
0.69,365
0.71,365
0.74,365
0.77,367
0.80,365
0.82,365
0.85,365
0.88,365
0.91,366
0.93,366
0.96,369
0.99,367
1.02,365
1.04,367
1.07,367
1.10,364
1.13,365
1.15,363
1.18,365
1.21,365
1.23,365
1.26,363
1.29,366
1.32,366
1.34,365
1.37,364
1.40,367
1.43,368
1.45,365
1.48,364
1.51,365
1.53,366
1.56,365
1.59,366
1.62,366
1.64,366
1.67,364
1.70,368
1.73,363
1.75,365
1.78,367
1.81,367
1.84,364
1.86,365
1.89,365
1.92,365
1.94,364
1.97,366
2.00,364
2.03,366
2.05,367
2.08,366
2.11,364
2.14,365
2.16,365
2.19,368
2.22,366
2.25,366
2.27,365
2.30,364
2.33,367
2.35,367
2.38,368
2.41,372
2.44,369
2.47,368
2.49,369
2.52,371
2.55,370
2.58,371
2.60,371
2.63,367
2.66,368
2.69,368
2.72,370
2.74,372
2.77,369
2.80,370
2.83,367
2.85,366
2.88,366
2.91,364
2.94,365
2.97,365
3.00,377
3.03,363
3.06,363
3.08,366
3.11,372
3.14,369
3.17,368
3.20,370
3.23,365
3.25,364
3.28,363
3.31,364
3.34,366
3.37,364
3.40,367
3.42,367
3.45,366
3.48,366
3.51,365
3.53,364
3.56,378
3.59,365
3.62,364
3.65,369
3.68,372
3.71,370
3.74,367
3.77,365
3.80,363
3.83,363
3.86,363
3.89,363
3.92,363
3.95,364
3.98,362
4.01,364
4.04,363
4.07,363
4.10,363
4.13,365
4.16,362
4.19,362
4.22,363
4.25,363
4.28,364
4.31,369
4.33,366
4.36,366
4.39,365
4.41,366
4.44,366
4.47,365
4.49,364
4.52,366
4.55,363
4.58,362
4.61,365
4.64,365
4.66,366
4.69,365
4.72,366
4.75,363
4.78,361
4.81,361
4.84,362
4.87,362
4.90,365
4.93,362
4.96,360
4.99,361
5.02,363
5.05,362
5.08,362
5.11,363
5.14,362
5.17,362
5.20,361
5.23,366
5.25,366
5.28,368
5.31,364
5.34,364
5.37,365
5.40,364
5.42,364
5.45,364
5.48,365
5.51,363
5.54,364
5.57,364
5.60,364
5.62,365
5.65,366
5.68,363
5.71,364
5.74,364
5.76,364
5.79,364
5.82,365
5.85,366
5.88,368
5.91,364
5.93,365
5.96,366
5.99,364
6.01,366
6.04,365
6.07,365
6.09,364
6.12,364
6.15,365
6.18,365
6.21,364
6.24,367
6.26,364
6.29,365
6.32,366
6.35,367
6.37,364
6.40,364
6.43,368
6.45,364
6.48,365
6.51,365
6.54,365
6.56,365
6.59,366
6.62,365
6.64,365
6.67,365
6.70,365
6.73,366
6.75,365
6.78,367
6.81,368
6.84,366
6.87,362
6.90,362
6.93,361
6.96,362
6.99,362
7.02,365
7.04,366
7.07,365
7.10,367
7.12,364
7.15,366
7.18,368
7.21,369
7.24,368
7.26,371
7.29,371
7.32,367
7.35,369
7.37,370
7.40,371
7.43,367
7.46,370
7.49,372
7.51,368
7.54,365
7.57,368
7.60,365
7.63,365
7.66,365
7.68,364
7.71,364
7.74,364
7.77,364
7.80,364
7.83,363
7.85,364
7.88,364
7.91,363
7.94,366
7.97,365
8.00,365
8.02,364
8.05,364
8.08,365
8.11,365
8.13,365
8.16,365
8.19,366
8.22,365
8.24,365
8.27,365
8.30,366
8.33,372
8.35,371
8.38,370
8.41,370
8.44,369
8.47,374
8.49,372
8.52,366
8.55,367
8.58,365
8.60,365
8.63,384
8.66,367
8.69,365
8.71,368
8.74,366
8.77,362
8.80,368
8.83,366
8.85,366
8.88,364
8.91,366
8.94,367
8.96,372
8.99,365
9.02,364
9.05,366
9.08,366
9.10,367
9.13,364
9.16,365
9.19,367
9.21,367
9.24,364
9.27,365
9.30,365
9.33,365
9.35,364
9.38,365
9.41,364
9.44,367
9.46,367
9.49,366
9.52,365
9.55,365
9.57,366
9.60,365
9.63,365
9.65,366
9.68,363
9.71,368
9.74,365
9.77,364
9.80,365
9.83,364
9.86,367
9.88,366
9.91,365
9.94,364
9.97,365
10.00,363
10.03,366
10.05,364
10.08,365
10.11,364
10.14,365
10.17,366
10.19,366
10.22,366
10.25,366
10.28,366
10.31,368
10.33,370
10.36,366
10.39,365
10.41,364
10.44,366
10.47,367
10.49,365
10.52,365
10.55,365
10.57,367
10.60,366
10.63,367
10.66,372
10.69,369
10.72,365
10.74,365
10.77,366
10.80,366
10.83,365
10.85,365
10.88,366
10.91,366
10.93,365
10.96,367
10.99,366
11.01,369
11.04,366
11.07,374
11.10,375
11.13,375
11.16,378
11.19,374
11.22,372
