0.16,475
0.20,451
0.21,472
0.23,476
0.25,472
0.27,473
0.29,483
0.31,485
0.33,500
0.34,478
0.36,479
0.39,473
0.42,463
0.44,480
0.46,484
0.48,480
0.50,476
0.52,492
0.53,483
0.55,497
0.57,487
0.59,489
0.62,475
0.65,467
0.67,489
0.69,491
0.70,478
0.72,477
0.74,497
0.76,489
0.78,483
0.80,480
0.82,488
0.85,456
0.88,462
0.90,479
0.91,480
0.93,479
0.95,477
0.97,482
0.99,485
1.01,476
1.03,468
1.04,474
1.06,480
1.08,476
1.10,480
1.12,485
1.14,481
1.16,475
1.18,475
1.19,475
1.21,477
1.23,482
1.26,461
1.29,468
1.31,474
1.33,475
1.35,479
1.36,478
1.38,478
1.40,483
1.42,480
1.44,484
1.46,484
1.48,480
1.50,486
1.52,477
1.54,481
1.56,478
1.58,479
1.60,478
1.62,478
1.63,475
1.66,494
1.69,458
1.72,515
1.74,491
1.76,487
1.78,480
1.80,484
1.82,479
1.83,483
1.85,480
1.88,491
1.91,458
1.93,456
1.95,469
1.97,481
1.99,485
2.01,486
2.03,476
2.05,476
2.07,488
2.09,480
2.11,479
2.15,453
2.17,478
2.19,481
2.21,487
2.23,481
2.25,479
2.27,482
2.29,479
2.31,474
2.33,475
2.35,460
2.38,457
2.40,473
2.42,490
2.44,488
2.46,470
2.47,473
2.49,481
2.51,480
2.53,484
2.55,482
2.58,469
2.61,442
2.65,439
2.69,437
2.71,476
2.73,473
2.75,479
2.77,475
2.79,474
2.81,470
2.82,476
2.84,474
2.86,469
2.88,469
2.91,446
2.93,463
2.95,468
2.96,474
2.98,471
3.00,467
3.02,477
3.03,466
3.05,479
3.07,475
3.09,487
3.13,463
3.15,469
3.16,474
3.19,481
3.21,479
3.23,483
3.25,481
3.27,480
3.29,474
3.31,473
3.33,481
3.35,474
3.37,483
3.39,487
3.41,472
3.43,468
3.45,468
3.46,467
3.48,473
3.50,477
3.53,458
3.56,452
3.57,471
3.59,470
3.61,469
3.63,477
3.64,468
3.66,473
3.68,469
3.70,475
3.72,477
3.75,460
3.78,459
3.80,477
3.82,485
3.84,470
3.86,486
3.87,481
3.89,478
3.91,481
3.93,481
3.95,476
3.98,454
4.00,465
4.02,475
4.04,466
4.06,474
4.07,481
4.09,479
4.11,467
4.13,533
4.15,526
4.17,520
4.19,497
4.22,463
4.24,473
4.26,482
4.28,476
4.29,473
4.31,486
4.33,478
4.35,476
4.37,478
4.39,473
4.41,467
4.45,445
4.48,464
4.50,482
4.51,461
4.53,473
4.55,463
4.57,483
4.59,481
4.60,474
4.62,488
4.64,483
4.67,471
4.70,446
4.72,476
4.73,482
4.75,459
4.77,476
4.78,464
4.80,484
4.82,468
4.84,482
4.86,463
4.88,473
4.91,450
4.93,472
4.95,467
4.97,484
4.99,473
5.01,476
5.03,486
5.04,470
5.06,471
5.08,473
5.10,467
5.14,440
5.16,471
5.17,465
5.19,473
5.21,469
5.23,478
5.25,475
5.27,480
5.29,475
5.30,473
5.32,477
5.36,438
5.38,473
5.40,479
5.42,479
5.44,484
5.46,468
5.47,471
5.49,483
5.51,481
5.53,514
5.55,490
5.59,431
5.63,451
5.65,470
5.66,475
5.68,477
5.70,481
5.72,486
5.74,476
5.76,477
5.78,470
5.80,467
5.82,470
5.85,448
5.87,480
5.89,482
5.91,473
5.93,485
5.94,477
5.96,473
5.98,478
6.00,476
6.01,479
6.04,470
6.07,447
6.09,475
6.11,478
6.13,477
6.14,469
6.16,473
6.18,481
6.20,476
6.22,474
6.24,475
6.26,462
6.30,435
6.33,468
6.35,481
6.37,482
6.39,483
6.41,471
6.43,472
6.44,466
6.46,482
6.48,481
6.50,475
6.53,448
6.55,464
6.57,469
6.59,468
6.61,479
6.62,469
6.64,473
6.66,470
6.68,483
6.70,476
6.72,479
6.75,458
6.77,468
6.79,472
6.81,470
6.83,471
6.84,481
6.86,466
6.88,477
6.90,473
6.91,480
6.93,490
6.96,460
7.00,436
7.02,467
7.04,479
7.06,484
7.08,480
7.10,480
7.12,481
7.14,478
7.16,481
7.18,487
7.19,481
7.23,454
7.25,478
7.27,486
7.29,481
7.31,485
7.33,475
7.34,479
7.36,473
7.38,470
7.40,470
7.41,475
7.44,460
7.48,442
7.51,474
7.53,478
7.55,478
7.57,481
7.59,482
7.61,494
7.63,479
7.65,477
7.67,483
7.70,462
7.72,459
7.74,478
7.76,479
7.78,474
7.80,476
7.81,471
7.83,477
7.85,473
7.87,480
7.89,479
7.92,465
7.94,467
7.96,479
7.98,467
8.00,473
8.02,473
8.03,468
8.05,477
8.07,474
8.09,474
8.11,473
8.14,461
8.17,466
8.19,482
8.21,482
8.23,483
8.25,484
8.27,481
8.29,473
8.30,482
8.32,473
8.34,479
8.37,460
8.40,453
8.42,477
8.44,475
8.46,466
8.47,471
8.49,473
8.51,476
8.53,466
8.55,484
8.57,476
8.59,466
8.62,456
8.64,481
8.66,481
8.68,480
8.70,477
8.72,470
8.74,494
8.76,474
8.78,470
8.79,482
8.82,467
8.85,447
8.87,474
8.89,476
8.90,479
8.92,466
8.94,483
8.96,475
8.98,479
8.99,471
9.01,486
9.04,464
9.07,445
9.09,461
9.11,477
9.12,471
9.14,470
9.16,478
9.18,479
9.20,480
9.22,474
9.24,472
9.26,466
9.29,450
9.31,471
9.33,472
9.35,477
9.36,468
9.38,475
9.40,467
9.42,463
9.43,480
9.45,478
9.47,463
9.50,450
9.52,467
9.54,467
9.56,488
9.58,483
9.60,471
9.62,469
9.64,476
9.66,493
9.68,485
9.70,465
9.73,461
9.75,482
9.77,474
9.79,471
9.80,473
9.82,470
9.84,477
9.86,473
9.88,474
9.89,483
9.92,464
9.96,435
9.99,437
10.02,463
10.04,472
10.05,475
10.07,474
10.09,476
10.11,477
10.13,486
10.15,481
10.17,475
10.19,487
10.23,445
10.25,483
10.27,476
10.28,471
10.30,483
10.32,479
10.34,472
10.36,471
10.38,475
10.39,488
10.41,485
10.45,448
10.47,479
